2023-05-26 18:59:15,792 INFO    StreamThr :22636 [internal.py:wandb_internal():89] W&B internal server running at pid: 22636, started at: 2023-05-26 18:59:15.792440
2023-05-26 18:59:17,188 DEBUG   HandlerThread:22636 [system_monitor.py:probe():210] {'os': 'Linux-5.4.0-104-generic-x86_64-with-debian-buster-sid', 'python': '3.7.8', 'heartbeatAt': '2023-05-26T10:59:17.176332', 'startedAt': '2023-05-26T10:59:15.773252', 'docker': None, 'cuda': None, 'args': ('--local_rank=0', '--model_name_or_path', '/workspace/llama-7b-hf', '--data_path', 'playground/data/alpaca-data-conversation.json', '--output_dir', './output_1', '--fp16', 'True', '--bf16_full_eval', 'False', '--num_train_epochs', '3', '--per_device_train_batch_size', '1', '--per_device_eval_batch_size', '1', '--gradient_accumulation_steps', '16', '--evaluation_strategy', 'no', '--save_strategy', 'steps', '--save_steps', '2000', '--save_total_limit', '10', '--learning_rate', '2e-5', '--weight_decay', '0.', '--warmup_ratio', '0.03', '--lr_scheduler_type', 'cosine', '--logging_steps', '1', '--deepspeed', './scripts/deepspeed_offload.config', '--model_max_length', '2048', '--gradient_checkpointing', 'True', '--lazy_preprocess', 'True', '--no_mlu', 'False'), 'state': 'running', 'program': 'fastchat/train/train.py', 'codePath': 'fastchat/train/train.py', 'git': {'remote': 'https://github.com/lm-sys/FastChat.git', 'commit': 'cad445eb510989a0adc376e8c56eb1c1f6f6fee0'}, 'email': 'xiaoqi25478@foxmail.com', 'root': '/workspace/FastChat_mlu', 'host': 'AE0001', 'username': 'root', 'executable': '/torch/venv3/pytorch/bin/python', 'cpu_count': 56, 'cpu_count_logical': 112, 'cpu_freq': {'current': 2599.8095982142863, 'min': 800.0, 'max': 3100.0}, 'cpu_freq_per_core': [{'current': 2600.094, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2599.995, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2603.062, 'min': 800.0, 'max': 3100.0}, {'current': 2602.879, 'min': 800.0, 'max': 3100.0}, {'current': 2601.737, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.045, 'min': 800.0, 'max': 3100.0}, {'current': 2600.002, 'min': 800.0, 'max': 3100.0}, {'current': 2600.029, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2599.993, 'min': 800.0, 'max': 3100.0}, {'current': 2611.353, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2589.43, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2599.997, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2599.924, 'min': 800.0, 'max': 3100.0}, {'current': 2599.927, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2599.995, 'min': 800.0, 'max': 3100.0}, {'current': 2599.993, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2590.298, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2599.922, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2598.994, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2599.959, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.143, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2599.512, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2599.952, 'min': 800.0, 'max': 3100.0}, {'current': 2599.997, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2588.888, 'min': 800.0, 'max': 3100.0}, {'current': 2599.815, 'min': 800.0, 'max': 3100.0}, {'current': 2604.924, 'min': 800.0, 'max': 3100.0}, {'current': 2599.623, 'min': 800.0, 'max': 3100.0}, {'current': 2593.658, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2606.435, 'min': 800.0, 'max': 3100.0}, {'current': 2604.814, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.184, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2594.891, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2589.641, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.0, 'min': 800.0, 'max': 3100.0}, {'current': 2600.004, 'min': 800.0, 'max': 3100.0}], 'disk': {'total': 30215.745624542236, 'used': 5116.356559753418}, 'memory': {'total': 251.54726791381836}}
2023-05-26 18:59:17,188 INFO    HandlerThread:22636 [system_monitor.py:probe():211] Finished collecting system info
2023-05-26 18:59:17,188 INFO    HandlerThread:22636 [system_monitor.py:probe():214] Publishing system info
2023-05-26 18:59:17,188 DEBUG   HandlerThread:22636 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-05-26 18:59:17,188 DEBUG   HandlerThread:22636 [system_info.py:_save_pip():67] Saving pip packages done
2023-05-26 18:59:17,189 INFO    HandlerThread:22636 [system_monitor.py:probe():216] Finished publishing system info
2023-05-26 18:59:20,796 DEBUG   HandlerThread:22636 [handler.py:handle_request():144] handle_request: status_report
2023-05-26 18:59:20,796 DEBUG   SenderThread:22636 [sender.py:send_request():402] send_request: status_report
2023-05-26 18:59:25,797 DEBUG   HandlerThread:22636 [handler.py:handle_request():144] handle_request: status_report
2023-05-26 18:59:25,797 DEBUG   SenderThread:22636 [sender.py:send_request():402] send_request: status_report
2023-05-26 18:59:30,798 DEBUG   HandlerThread:22636 [handler.py:handle_request():144] handle_request: status_report
2023-05-26 18:59:30,798 DEBUG   SenderThread:22636 [sender.py:send_request():402] send_request: status_report
2023-05-26 18:59:35,799 DEBUG   HandlerThread:22636 [handler.py:handle_request():144] handle_request: status_report
2023-05-26 18:59:35,799 DEBUG   SenderThread:22636 [sender.py:send_request():402] send_request: status_report
2023-05-26 18:59:40,800 DEBUG   HandlerThread:22636 [handler.py:handle_request():144] handle_request: status_report
2023-05-26 18:59:40,800 DEBUG   SenderThread:22636 [sender.py:send_request():402] send_request: status_report
2023-05-26 18:59:45,801 DEBUG   HandlerThread:22636 [handler.py:handle_request():144] handle_request: status_report
2023-05-26 18:59:45,801 DEBUG   SenderThread:22636 [sender.py:send_request():402] send_request: status_report
2023-05-26 18:59:50,802 DEBUG   HandlerThread:22636 [handler.py:handle_request():144] handle_request: status_report
2023-05-26 18:59:50,802 DEBUG   SenderThread:22636 [sender.py:send_request():402] send_request: status_report
2023-05-26 18:59:55,803 DEBUG   HandlerThread:22636 [handler.py:handle_request():144] handle_request: status_report
2023-05-26 18:59:55,803 DEBUG   SenderThread:22636 [sender.py:send_request():402] send_request: status_report
2023-05-26 19:00:00,804 DEBUG   HandlerThread:22636 [handler.py:handle_request():144] handle_request: status_report
2023-05-26 19:00:00,804 DEBUG   SenderThread:22636 [sender.py:send_request():402] send_request: status_report
2023-05-26 19:00:05,805 DEBUG   HandlerThread:22636 [handler.py:handle_request():144] handle_request: status_report
2023-05-26 19:00:05,805 DEBUG   SenderThread:22636 [sender.py:send_request():402] send_request: status_report
2023-05-26 19:00:10,806 DEBUG   HandlerThread:22636 [handler.py:handle_request():144] handle_request: status_report
2023-05-26 19:00:10,806 DEBUG   SenderThread:22636 [sender.py:send_request():402] send_request: status_report
2023-05-26 19:00:15,807 DEBUG   HandlerThread:22636 [handler.py:handle_request():144] handle_request: status_report
2023-05-26 19:00:15,807 DEBUG   SenderThread:22636 [sender.py:send_request():402] send_request: status_report
2023-05-26 19:00:17,125 DEBUG   SystemMonitor:22636 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-05-26 19:00:20,808 DEBUG   HandlerThread:22636 [handler.py:handle_request():144] handle_request: status_report
2023-05-26 19:00:20,808 DEBUG   SenderThread:22636 [sender.py:send_request():402] send_request: status_report
2023-05-26 19:00:25,809 DEBUG   HandlerThread:22636 [handler.py:handle_request():144] handle_request: status_report
2023-05-26 19:00:25,809 DEBUG   SenderThread:22636 [sender.py:send_request():402] send_request: status_report
2023-05-26 19:00:30,810 DEBUG   HandlerThread:22636 [handler.py:handle_request():144] handle_request: status_report
2023-05-26 19:00:30,810 DEBUG   SenderThread:22636 [sender.py:send_request():402] send_request: status_report
2023-05-26 19:00:35,811 DEBUG   HandlerThread:22636 [handler.py:handle_request():144] handle_request: status_report
2023-05-26 19:00:35,811 DEBUG   SenderThread:22636 [sender.py:send_request():402] send_request: status_report
2023-05-26 19:00:40,812 DEBUG   HandlerThread:22636 [handler.py:handle_request():144] handle_request: status_report
2023-05-26 19:00:40,812 DEBUG   SenderThread:22636 [sender.py:send_request():402] send_request: status_report
2023-05-26 19:00:45,813 DEBUG   HandlerThread:22636 [handler.py:handle_request():144] handle_request: status_report
2023-05-26 19:00:45,813 DEBUG   SenderThread:22636 [sender.py:send_request():402] send_request: status_report
2023-05-26 19:00:50,814 DEBUG   HandlerThread:22636 [handler.py:handle_request():144] handle_request: status_report
2023-05-26 19:00:50,814 DEBUG   SenderThread:22636 [sender.py:send_request():402] send_request: status_report
2023-05-26 19:00:55,815 DEBUG   HandlerThread:22636 [handler.py:handle_request():144] handle_request: status_report
2023-05-26 19:00:55,815 DEBUG   SenderThread:22636 [sender.py:send_request():402] send_request: status_report
2023-05-26 19:00:59,128 INFO    MainThread:22636 [internal.py:handle_exit():76] Internal process exited
